,question,proc_ques,tokens,words,stops
5886,Why do girls are attracted towards their seniors and not towards boys of their age?,why do girls are attracted towards their seniors and not towards boys of their age,"['Why', 'do', 'girls', 'are', 'attracted', 'towards', 'their', 'seniors', 'and', 'not', 'towards', 'boys', 'of', 'their', 'age?']","{'girls', 'boys', 'Why', 'towards', 'age?', 'seniors', 'attracted'}","{'of', 'not', 'do', 'and', 'are', 'their'}"
5887,"Which is a better phone, Zen Phone 3 or Laser3?",which is a better phone  zen phone 3 or laser3,"['Which', 'is', 'a', 'better', 'phone,', 'Zen', 'Phone', '3', 'or', 'Laser3?']","{'3', 'phone,', 'Laser3?', 'Which', 'Phone', 'better', 'Zen'}","{'a', 'or', 'is'}"
5888,Why do I receive an error message when trying to buy apps on Google?,why do i receive an error message when trying to buy apps on google,"['Why', 'do', 'I', 'receive', 'an', 'error', 'message', 'when', 'trying', 'to', 'buy', 'apps', 'on', 'Google?']","{'error', 'trying', 'Why', 'receive', 'Google?', 'message', 'apps', 'I', 'buy'}","{'when', 'to', 'do', 'on', 'an'}"
5889,Getting a error message when trying to buy coins playing panda pop anf it comes now with error message from server DF-RPC-01?,getting a error message when trying to buy coins playing panda pop anf it comes now with error message from server df rpc 01,"['Getting', 'a', 'error', 'message', 'when', 'trying', 'to', 'buy', 'coins', 'playing', 'panda', 'pop', 'anf', 'it', 'comes', 'now', 'with', 'error', 'message', 'from', 'server', 'DF-RPC-01?']","{'server', 'pop', 'error', 'Getting', 'trying', 'playing', 'message', 'DF-RPC-01?', 'panda', 'comes', 'anf', 'coins', 'buy'}","{'when', 'with', 'to', 'a', 'now', 'it', 'from'}"
5890,Is there a way to convert an audio file (mp3 or wav) to a MIDI file?,is there a way to convert an audio file  mp3 or wav  to a midi file,"['Is', 'there', 'a', 'way', 'to', 'convert', 'an', 'audio', 'file', '(mp3', 'or', 'wav)', 'to', 'a', 'MIDI', 'file?']","{'way', 'file?', 'wav)', 'audio', 'file', 'convert', 'Is', 'MIDI', '(mp3'}","{'or', 'there', 'to', 'a', 'an'}"
5891,How do you convert an MP3 file to a MIDI file?,how do you convert an mp3 file to a midi file,"['How', 'do', 'you', 'convert', 'an', 'MP3', 'file', 'to', 'a', 'MIDI', 'file?']","{'file?', 'How', 'MP3', 'file', 'convert', 'MIDI'}","{'you', 'to', 'do', 'a', 'an'}"
5892,How is the chemical formula for zinc chloride and ammonium sulfide determined?,how is the chemical formula for zinc chloride and ammonium sulfide determined,"['How', 'is', 'the', 'chemical', 'formula', 'for', 'zinc', 'chloride', 'and', 'ammonium', 'sulfide', 'determined?']","{'zinc', 'ammonium', 'chemical', 'How', 'determined?', 'chloride', 'formula', 'sulfide'}","{'for', 'and', 'is', 'the'}"
5893,What is the the formula for ammonium sulfide?,what is the the formula for ammonium sulfide,"['What', 'is', 'the', 'the', 'formula', 'for', 'ammonium', 'sulfide?']","{'ammonium', 'formula', 'sulfide?', 'What'}","{'for', 'is', 'the'}"
5894,What are some mind-blowing Gadgets tools that exist that most people don't know about?,what are some mind blowing gadgets tools that exist that most people do not know about,"['What', 'are', 'some', 'mind-blowing', 'Gadgets', 'tools', 'that', 'exist', 'that', 'most', 'people', ""don't"", 'know', 'about?']","{'tools', 'mind-blowing', 'What', 'exist', 'about?', 'Gadgets', 'know', 'people'}","{""don't"", 'most', 'some', 'are', 'that'}"
5895,What are some mind-blowing wallets gadgets that exist that most people don't know about?,what are some mind blowing wallets gadgets that exist that most people do not know about,"['What', 'are', 'some', 'mind-blowing', 'wallets', 'gadgets', 'that', 'exist', 'that', 'most', 'people', ""don't"", 'know', 'about?']","{'gadgets', 'mind-blowing', 'What', 'exist', 'about?', 'wallets', 'know', 'people'}","{""don't"", 'most', 'some', 'are', 'that'}"
5896,How do I analyse whether a person is sincere or serious?,how do i analyse whether a person is sincere or serious,"['How', 'do', 'I', 'analyse', 'whether', 'a', 'person', 'is', 'sincere', 'or', 'serious?']","{'whether', 'How', 'serious?', 'sincere', 'person', 'analyse', 'I'}","{'a', 'or', 'is', 'do'}"
5897,How can I tell whether I have hip flexor strain or a more serious hip impingement?,how can i tell whether i have hip flexor strain or a more serious hip impingement,"['How', 'can', 'I', 'tell', 'whether', 'I', 'have', 'hip', 'flexor', 'strain', 'or', 'a', 'more', 'serious', 'hip', 'impingement?']","{'hip', 'whether', 'tell', 'How', 'impingement?', 'strain', 'serious', 'flexor', 'I'}","{'or', 'more', 'have', 'a', 'can'}"
5898,Is a secular dictatorship better or a democracy headed by a religious party?,is a secular dictatorship better or a democracy headed by a religious party,"['Is', 'a', 'secular', 'dictatorship', 'better', 'or', 'a', 'democracy', 'headed', 'by', 'a', 'religious', 'party?']","{'secular', 'democracy', 'Is', 'religious', 'better', 'headed', 'party?', 'dictatorship'}","{'a', 'by', 'or'}"
5899,Is g64 a perfect square?,is g64 a perfect square,"['Is', 'g64', 'a', 'perfect', 'square?']","{'g64', 'Is', 'square?', 'perfect'}",{'a'}
5900,AVG antivirus technical support phone number to install AVG antivirus software setup?,avg antivirus technical support phone number to install avg antivirus software setup,"['AVG', 'antivirus', 'technical', 'support', 'phone', 'number', 'to', 'install', 'AVG', 'antivirus', 'software', 'setup?']","{'AVG', 'support', 'technical', 'software', 'number', 'antivirus', 'phone', 'install', 'setup?'}",{'to'}
5901,Install issues kya karu 1-800-439-2178 AVG Technical Antivirus Support | AVG Antivirus Customer Support Number ?,install issues kya karu 1 800 439 2178 avg technical antivirus support   avg antivirus customer support number,"['Install', 'issues', 'kya', 'karu', '1-800-439-2178', 'AVG', 'Technical', 'Antivirus', 'Support', '|', 'AVG', 'Antivirus', 'Customer', 'Support', 'Number', '?']","{'AVG', 'Support', '1-800-439-2178', 'Antivirus', '|', 'Technical', 'kya', 'Install', 'Customer', '?', 'issues', 'karu', 'Number'}",set()
5902,What business should be started under 50000 rupees in India?,what business should be started under 50k rupees in india,"['What', 'business', 'should', 'be', 'started', 'under', '50000', 'rupees', 'in', 'India?']","{'started', 'business', 'rupees', '50000', 'What', 'India?'}","{'in', 'should', 'be', 'under'}"
5903,Which business should I start with 50000 Rupees in India?,which business should i start with 50k rupees in india,"['Which', 'business', 'should', 'I', 'start', 'with', '50000', 'Rupees', 'in', 'India?']","{'business', '50000', 'Which', 'India?', 'Rupees', 'I', 'start'}","{'should', 'in', 'with'}"
5904,Is there a way to get a Hulu Plus trial without a credit card?,is there a way to get a hulu plus trial without a credit card,"['Is', 'there', 'a', 'way', 'to', 'get', 'a', 'Hulu', 'Plus', 'trial', 'without', 'a', 'credit', 'card?']","{'way', 'get', 'Plus', 'Is', 'card?', 'trial', 'credit', 'without', 'Hulu'}","{'a', 'to', 'there'}"
5905,How do I get free Hulu?,how do i get free hulu,"['How', 'do', 'I', 'get', 'free', 'Hulu?']","{'get', 'How', 'free', 'Hulu?', 'I'}",{'do'}
5906,What are some worldbuilding and mapmaking tools?,what are some worldbuilding and mapmaking tools,"['What', 'are', 'some', 'worldbuilding', 'and', 'mapmaking', 'tools?']","{'tools?', 'worldbuilding', 'mapmaking', 'What'}","{'are', 'and', 'some'}"
5907,What rank can u except in CET if u get PCM marks of above 95 and CET marks around 150 in CET 2016-2017?,what rank can u except in cet if u get pcm marks of above 95 and cet marks around 150 in cet 2016 2017,"['What', 'rank', 'can', 'u', 'except', 'in', 'CET', 'if', 'u', 'get', 'PCM', 'marks', 'of', 'above', '95', 'and', 'CET', 'marks', 'around', '150', 'in', 'CET', '2016-2017?']","{'rank', 'except', 'get', 'marks', 'around', 'u', 'CET', '150', 'What', '2016-2017?', '95', 'PCM'}","{'above', 'of', 'if', 'in', 'and', 'can'}"
5908,"If someone blocks me on WhatsApp, how can I unblock?",if someone blocks me on whatsapp  how can i unblock,"['If', 'someone', 'blocks', 'me', 'on', 'WhatsApp,', 'how', 'can', 'I', 'unblock?']","{'unblock?', 'someone', 'WhatsApp,', 'If', 'blocks', 'I'}","{'on', 'how', 'can', 'me'}"
5909,Can someone see me on WhatsApp if they blocked me?,can someone see me on whatsapp if they blocked me,"['Can', 'someone', 'see', 'me', 'on', 'WhatsApp', 'if', 'they', 'blocked', 'me?']","{'me?', 'see', 'WhatsApp', 'someone', 'blocked', 'Can'}","{'on', 'they', 'if', 'me'}"
5910,What are characteristics of people that often live in solitude?,what are characteristics of people that often live in solitude,"['What', 'are', 'characteristics', 'of', 'people', 'that', 'often', 'live', 'in', 'solitude?']","{'live', 'characteristics', 'solitude?', 'What', 'often', 'people'}","{'are', 'of', 'in', 'that'}"
5911,Why is solitude painful and living with people so hard?,why is solitude painful and living with people so hard,"['Why', 'is', 'solitude', 'painful', 'and', 'living', 'with', 'people', 'so', 'hard?']","{'solitude', 'living', 'Why', 'painful', 'hard?', 'people'}","{'and', 'is', 'so', 'with'}"
5912,Given me some eating disorders?,given me some eating disorders,"['Given', 'me', 'some', 'eating', 'disorders?']","{'Given', 'eating', 'disorders?'}","{'some', 'me'}"
5913,I hate everything that people around me like. Is it some sort of disorder?,i hate everything that people around me like  is it some sort of disorder,"['I', 'hate', 'everything', 'that', 'people', 'around', 'me', 'like.', 'Is', 'it', 'some', 'sort', 'of', 'disorder?']","{'around', 'Is', 'disorder?', 'hate', 'like.', 'sort', 'I', 'people', 'everything'}","{'of', 'some', 'it', 'that', 'me'}"
5914,What is best playstations for gaming?,what is best playstations for gaming,"['What', 'is', 'best', 'playstations', 'for', 'gaming?']","{'best', 'gaming?', 'playstations', 'What'}","{'for', 'is'}"
5915,What are the best PlayStation games?,what are the best playstation games,"['What', 'are', 'the', 'best', 'PlayStation', 'games?']","{'best', 'PlayStation', 'games?', 'What'}","{'are', 'the'}"
5916,Is milk really bad for your health?,is milk really bad for your health,"['Is', 'milk', 'really', 'bad', 'for', 'your', 'health?']","{'health?', 'milk', 'really', 'Is', 'bad'}","{'for', 'your'}"
5917,Is milk good or bad for health?,is milk good or bad for health,"['Is', 'milk', 'good', 'or', 'bad', 'for', 'health?']","{'health?', 'milk', 'good', 'Is', 'bad'}","{'for', 'or'}"
5918,What does 好萌阿 mean?,what does 好萌阿 mean,"['What', 'does', '好萌阿', 'mean?']","{'好萌阿', 'mean?', 'What'}",{'does'}
5919,What does 'witwew' mean?,what does  witwew  mean,"['What', 'does', ""'witwew'"", 'mean?']","{'mean?', ""'witwew'"", 'What'}",{'does'}
5920,What should I do if I don't have any initials in my name but the 'last name' field is mandatory?,what should i do if i do not have any initials in my name but the  last name  field is mandatory,"['What', 'should', 'I', 'do', 'if', 'I', ""don't"", 'have', 'any', 'initials', 'in', 'my', 'name', 'but', 'the', ""'last"", ""name'"", 'field', 'is', 'mandatory?']","{'initials', ""'last"", 'mandatory?', 'What', 'field', 'name', 'I', ""name'""}","{'my', 'any', 'should', 'do', ""don't"", 'if', 'have', 'but', 'in', 'is', 'the'}"
5921,What was Arrow's last name?,what was arrow s last name,"['What', 'was', ""Arrow's"", 'last', 'name?']","{'last', 'name?', ""Arrow's"", 'What'}",{'was'}
5922,What is the difference between UX and UI designer and web designer?,what is the difference between ux and ui designer and web designer,"['What', 'is', 'the', 'difference', 'between', 'UX', 'and', 'UI', 'designer', 'and', 'web', 'designer?']","{'difference', 'UX', 'What', 'designer?', 'designer', 'web', 'UI'}","{'between', 'and', 'is', 'the'}"
5923,Is it compulsory for a Web designer and developer to have a strong UI/UX skill?,is it compulsory for a web designer and developer to have a strong ui ux skill,"['Is', 'it', 'compulsory', 'for', 'a', 'Web', 'designer', 'and', 'developer', 'to', 'have', 'a', 'strong', 'UI/UX', 'skill?']","{'strong', 'skill?', 'developer', 'compulsory', 'Is', 'Web', 'designer', 'UI/UX'}","{'for', 'to', 'have', 'a', 'and', 'it'}"
5924,What are some of the best campaigns on Instagram?,what are some of the best campaigns on instagram,"['What', 'are', 'some', 'of', 'the', 'best', 'campaigns', 'on', 'Instagram?']","{'best', 'campaigns', 'Instagram?', 'What'}","{'of', 'some', 'the', 'are', 'on'}"
5925,How can you look at someone's private Instagram account without following them?,how can you look at someone s private instagram account without following them,"['How', 'can', 'you', 'look', 'at', ""someone's"", 'private', 'Instagram', 'account', 'without', 'following', 'them?']","{'following', ""someone's"", 'How', 'account', 'Instagram', 'them?', 'private', 'without', 'look'}","{'you', 'can', 'at'}"
5926,When did Philippines gain independence 1946 or 1898?,when did philippines gain independence 1946 or 1898,"['When', 'did', 'Philippines', 'gain', 'independence', '1946', 'or', '1898?']","{'gain', '1898?', 'independence', '1946', 'When', 'Philippines'}","{'did', 'or'}"
5927,What country has lost the most territory since its independence?,what country has lost the most territory since its independence,"['What', 'country', 'has', 'lost', 'the', 'most', 'territory', 'since', 'its', 'independence?']","{'since', 'independence?', 'country', 'What', 'territory', 'lost'}","{'has', 'most', 'the', 'its'}"
5928,What is relative volatility?,what is relative volatility,"['What', 'is', 'relative', 'volatility?']","{'relative', 'volatility?', 'What'}",{'is'}
5929,What is relative value volatility trading?,what is relative value volatility trading,"['What', 'is', 'relative', 'value', 'volatility', 'trading?']","{'relative', 'value', 'volatility', 'What', 'trading?'}",{'is'}
5930,What is your favorite emoji?,what is your favorite emoji,"['What', 'is', 'your', 'favorite', 'emoji?']","{'favorite', 'emoji?', 'What'}","{'is', 'your'}"
5931,What are some of your favorite emojis?,what are some of your favorite emojis,"['What', 'are', 'some', 'of', 'your', 'favorite', 'emojis?']","{'favorite', 'emojis?', 'What'}","{'are', 'of', 'some', 'your'}"
5932,What Sites are similar to itinindia.com?,what sites are similar to itinindia com,"['What', 'Sites', 'are', 'similar', 'to', 'itinindia.com?']","{'itinindia.com?', 'similar', 'Sites', 'What'}","{'are', 'to'}"
5933,What are some sites similar to Blapkmarket.com?,what are some sites similar to blapkmarket com,"['What', 'are', 'some', 'sites', 'similar', 'to', 'Blapkmarket.com?']","{'sites', 'similar', 'Blapkmarket.com?', 'What'}","{'are', 'some', 'to'}"
5934,Which email client is better: Thunderbird or Windows Live Mail?,which email client is better  thunderbird or windows live mail,"['Which', 'email', 'client', 'is', 'better:', 'Thunderbird', 'or', 'Windows', 'Live', 'Mail?']","{'better:', 'client', 'Thunderbird', 'Windows', 'Mail?', 'Which', 'email', 'Live'}","{'or', 'is'}"
